ugpa,decile1,decile1b,decile3,lsat,grad,fulltime,fam_inc,tier,sex,race_black,race_hisp,race_other,race_white,pass_bar
2.4979096238589755,1.0,1.0,1.0,27.007316316493586,1.0,1.0104518807051228,3.010451880705123,3.0,1.0,1.0,0.0,0.0,0.0,0
2.9788328158316815,6.0,6.0,6.0,26.52116718416832,1.0,1.0,3.957665631663363,1.4788328158316815,2.0,0.0,0.0,0.0,1.0,0
3.4086719304812227,1.0,1.0,1.7716798262030573,28.385839913101528,1.0,1.2283201737969427,3.0,4.771679826203057,2.0,0.0,0.0,0.0,1.0,0
2.3854427124334503,1.0,1.0,1.0,38.76371525044367,1.0,1.0,1.0,5.0,2.0,0.38185762522183253,0.0,0.0,0.6181423747781675,0
3.2346161610183373,2.6538383898166265,4.0384848305501215,6.0,33.0,1.0,1.6538383898166262,4.3461616101833735,3.0,2.0,0.0,0.0,0.0,1.0,0
2.938044685674788,8.0,7.9239106286504235,5.152178742699153,22.152178742699153,1.0,1.0,2.1521787426991525,1.0,1.0,0.9239106286504237,0.07608937134957627,0.0,0.0,0
2.341440768088495,1.0,1.0,1.0,22.69819903988938,1.0,1.0,2.3963980797787623,2.6036019202212377,1.3963980797787623,1.0,0.0,0.0,0.0,0
2.6137550481642204,1.0,1.0,1.0,39.0,1.0,1.931224759178898,4.0,4.0,1.931224759178898,0.0,0.0,0.0,1.0,0
3.4149637212342148,1.0,1.0,1.0,29.425181393828925,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.8503627876578504,0
2.1338367683289916,4.0,3.0,3.0676735366579835,24.0,1.0,1.0,3.0676735366579835,1.0,2.0,0.0,0.0,0.0,1.0,0
2.3013220242521863,2.0,2.0,1.0,30.0,1.0,1.0,3.0,4.006610121260932,1.9933898787390683,1.0,0.0,0.0,0.0,0
2.9698726923703878,1.0,1.0,1.0,32.0,1.0,1.0,2.3012730762961207,4.0,1.0,0.0,0.0,0.0,1.0,0
3.4811404121570115,3.0,2.1622808243140237,2.0,36.41885958784299,1.0,1.0,3.0,3.1622808243140237,1.0,0.0,0.0,0.0,0.1622808243140237,0
3.396275173249173,5.0,4.012416089169424,3.0,34.98758391083058,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0
3.4,9.486152091123547,9.486152091123547,9.486152091123547,44.14358681853924,1.0,1.1712826362921513,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0
2.9190879603428694,2.8381759206857384,2.0,2.8381759206857384,17.0,1.0,1.0,2.1618240793142616,1.1618240793142616,2.0,1.0,0.0,0.0,0.0,0
2.717311459956131,2.0,2.0,1.9783606750548364,35.96754101258225,1.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0
2.446629460723617,4.766852696381913,3.7668526963819136,3.2331473036180864,24.0,1.0,1.0,4.0,1.7668526963819136,2.0,0.7668526963819134,0.0,0.0,0.23314730361808655,0
3.1757305595334877,6.0,5.757305595334875,6.242694404665125,37.24269440466512,1.0,1.0,2.0,4.0,1.7573055953348753,0.0,0.0,0.0,0.2426944046651246,0
3.417222107179627,2.5861105358981353,2.0,2.0,31.0,1.0,1.0,3.4138894641018647,2.4138894641018647,1.0,0.0,0.0,0.0,1.0,0
2.921726428963981,3.2172642896398083,3.0,1.0,34.0,1.0,1.0,4.0,3.0,1.7827357103601917,0.0,0.0,0.0,1.0,0
3.025384949617321,6.0,6.0,6.0,24.73154414349446,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0
2.579759445151278,1.0,1.0,1.0,30.9746993064391,1.0,1.0,4.949398612878195,4.949398612878195,1.9493986128781953,0.0,0.0,0.0,0.05060138712180473,0
3.1892511419094154,3.0,2.1074885809058483,1.0,36.89251141909415,1.0,1.0,4.0,3.8925114190941517,1.0,0.0,0.0,0.0,1.0,0
2.281625467425815,1.0,1.0,1.0,21.0,1.0,1.7729681657177312,4.0,2.4540636685645376,1.0,1.0,0.0,0.0,0.0,0
2.8106784880459528,1.5533924402297639,1.0,1.0,31.169911339655354,1.0,1.0,5.0,2.446607559770236,2.0,0.0,0.0,0.0,1.0,0
3.135571184347222,4.0,3.0,2.3557118434722213,35.0,1.0,1.0,4.0,3.3557118434722213,2.0,0.0,0.0,0.0,1.0,0
3.633725642177019,3.168628210885095,3.0,3.0,44.66274357822981,1.0,1.0,3.168628210885095,6.0,2.0,0.0,0.0,0.0,1.0,0
2.516638120309318,2.0,2.0,2.0,34.0,1.0,1.0,4.0,4.0237687432990255,1.9762312567009745,0.0,0.0,0.023768743299025563,0.0,0
2.9047376175650763,3.5118440439126912,3.0,3.0,33.48815595608731,1.0,1.488155956087309,3.4881559560873088,4.0,1.488155956087309,1.0,0.0,0.0,0.0,0
3.082707191320782,3.9423573044026066,3.0,3.0,33.057642695597394,1.0,1.0,3.0576426955973934,4.057642695597393,1.0,0.9423573044026066,0.0,0.0,0.0,0
2.612547591044432,6.0,6.0,6.0,27.06273795522216,1.0,1.9372620447778404,3.8745240895556807,4.0,1.0,0.0,0.06273795522215964,0.0,0.9372620447778404,0
2.9,2.413732156806732,2.0,2.586267843193268,39.0,1.0,1.0,4.413732156806732,3.0,2.0,0.0,0.0,0.0,1.0,0
3.539838639596275,3.0,3.0,1.6991931979813764,37.0,1.0,1.3008068020186236,2.6991931979813764,4.300806802018624,2.0,0.0,0.0,0.0,1.0,0
3.752517578993422,2.0,1.5251757899342242,2.0,33.0,1.0,1.4748242100657758,3.0,3.525175789934224,1.0,0.0,0.0,0.0,1.0,0
2.466104818089213,4.165262045223033,3.1652620452230327,1.0,30.16526204522303,1.0,1.8347379547769676,3.8347379547769673,3.0,2.0,0.0,0.16526204522303245,0.0,0.8347379547769676,0
2.4,7.033133462193211,7.033133462193211,4.0,34.03313346219321,1.0,1.0,3.966866537806789,2.966866537806789,2.0,0.0,0.0,0.0,1.0,0
3.3584594712505673,3.0,2.268378365277148,2.731621634722852,29.134189182638575,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0
2.534824178201346,1.0,1.0,1.0,27.840894506920808,1.0,1.530351643597308,4.4696483564026925,3.0,1.0,0.5303516435973078,0.0,0.0,0.0,0
2.7076603616313712,1.0,1.0,1.07660361631371,35.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0
2.6588186661346684,2.0,2.0,1.0,30.0,1.0,1.0,3.0,3.7059066693266582,2.0,1.0,0.0,0.0,0.0,0
3.2393663414055642,1.3936634140556408,1.0,1.6063365859443592,26.80316829297218,1.0,1.0,1.6063365859443592,1.6063365859443592,1.3936634140556408,0.0,1.0,0.0,0.0,0
3.2272667990268147,1.2726679902681441,1.0,1.7273320097318559,35.0,1.0,1.0,3.272667990268144,3.0,2.0,0.0,0.0,0.0,1.0,0
3.298986345957476,2.0,1.0033788468084124,2.0,28.998310576595795,1.0,1.0,3.0,2.9966211531915876,1.0,0.0,0.0,0.0,1.0,0
2.875864249399963,2.0,6.0,6.0,35.28016968825005,0.2801696882500463,1.7198303117499538,2.719830311749954,3.719830311749954,2.0,0.0,0.0,0.0,1.0,0
3.2332381382254276,4.0,3.166190691127138,3.0,29.833809308872862,1.0,1.1661906911271382,4.0,3.3323813822542765,1.0,0.0,0.16619069112713825,0.0,0.8338093088728618,0
3.3209918928637006,5.395040535681498,5.0,1.3950405356814986,26.8160324285452,1.0,1.0,2.3950405356814986,3.0,2.0,0.0,0.6049594643185016,0.0,0.39504053568149844,0
2.7949525839233558,8.871564045933269,8.871564045933269,6.871564045933269,32.435782022966634,1.0,2.0,3.4357820229666345,5.0,2.0,0.0,0.0,0.0,1.0,0
3.213843312964799,1.7723133740704016,1.7723133740704016,2.0,23.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.22768662592959843,0
2.65997788165212,6.0,6.0,5.0,30.62219764628013,1.0,1.0,3.244395292560266,1.622197646280133,2.0,0.0,0.3778023537198669,0.0,0.6221976462801331,0
3.6927175250108797,1.0,1.0,1.0,40.0,1.0,1.0,4.9878625416848,5.975725083369599,1.0,0.0,0.0,0.012137458315200522,0.0,0
2.9624917131913655,1.0,1.0,1.5113561029012414,28.5,1.0,1.0,3.0,5.0,2.0,0.48864389709875844,0.0,0.0,0.5113561029012416,0
2.9865232891044156,1.0,1.0,1.3557945181593078,25.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0
3.142734241260814,5.0,5.0,2.0,35.04090411338513,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0
3.3423970194532586,3.2373283657554315,2.6186641828777155,5.0,46.85599254863315,1.0,1.3813358171222843,3.0,5.0,1.3813358171222843,0.0,0.0,0.0,1.0,0
3.070442939105691,2.0,2.0,1.0,26.0,1.0,1.0,3.23480979701897,4.0,1.0,1.0,0.0,0.0,0.0,0
3.1,7.402312970056499,7.402312970056499,5.597687029943501,32.4023129700565,1.0,1.0,3.5976870299435006,3.0,1.5976870299435006,0.0,0.0,0.0,1.0,0
2.9,7.92701211292508,7.92701211292508,8.92701211292508,35.96350605646254,1.0,1.9270121129250806,3.0729878870749197,3.0729878870749197,2.0,0.0,0.0,0.0,1.0,0
2.620324464868114,5.0,4.0,3.0,29.601622324340568,1.0,1.6016223243405694,3.0,1.6016223243405694,1.0,0.3983776756594306,0.0,0.0,0.6016223243405694,0
3.1,2.0,1.3190953398729879,2.319095339872988,34.31909533987299,1.0,1.0,3.319095339872988,1.3190953398729879,2.0,0.0,0.0,0.0,1.0,0
3.133857400391757,3.112858001305856,3.0,2.112858001305856,39.11285800130586,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0
3.0147733204224867,4.0,4.0,2.950755598591711,35.0,1.0,1.0492444014082891,3.0,3.0,1.0492444014082891,0.0,0.0,0.0,1.0,0
3.2318073035331616,1.4091561788010303,5.59084382119897,5.727229214132646,20.0,0.1363853929336768,1.863614607066323,1.0,2.727229214132646,1.863614607066323,0.1363853929336768,0.0,0.0,0.8636146070663232,0
2.916480886916809,4.0,3.0,3.0,29.082404434584046,1.0,1.9175955654159555,3.0,2.0824044345840447,1.9175955654159555,0.0,0.0,0.0,1.0,0
3.4686219913152807,4.0,4.0,2.1568900434235974,39.0,1.0,1.0,2.8431099565764026,3.8431099565764026,2.0,0.0,0.0,0.0,1.0,0
3.4936355459778086,1.9893925766296805,1.0,1.0,25.98939257662968,1.0,1.0,4.0,3.0106074233703195,1.0,0.0,0.0,0.0,1.0,0
3.1,1.0,1.0,1.0,24.0,1.0,1.0,3.8616571554970482,3.1383428445029518,1.0,1.0,0.0,0.0,0.0,0
2.8841125432401133,6.0,6.0,6.0,40.09746440925747,1.0,1.4512677953712667,2.0,4.451267795371267,1.5487322046287333,0.0,0.0,0.0,1.0,0
3.1020126394269854,1.0,1.0,1.0,35.00402527885397,1.0,1.0,3.0,4.0,1.0040252788539707,0.0,0.0,0.0,1.0,0
2.700822588606021,3.5983548227879583,3.0,2.0,41.40164517721204,1.0,1.0,3.5983548227879583,3.0,1.5983548227879583,0.0,0.0,0.0,1.0,0
2.4868008410450355,1.0,1.0,1.0,33.90659957947748,1.0,1.0,3.0,4.186800841045035,1.0,1.0,0.0,0.0,0.0,0
3.2375599512527837,1.3755995125278369,1.0,1.6244004874721631,26.812200243736083,1.0,1.0,1.6244004874721631,1.6244004874721631,1.3755995125278369,0.0,1.0,0.0,0.0,0
2.5,1.3206412100783536,1.0,1.0,22.320641210078353,1.0,1.0,1.0,2.358717579843293,2.0,0.6793587899216466,0.32064121007835344,0.0,0.0,0
2.6562362147975,5.487527570405,6.0,6.0,33.0,0.48752757040499983,1.4875275704049997,4.0,4.512472429595,2.0,0.48752757040499983,0.0,0.0,0.5124724295950002,0
3.6837921898241324,6.95948047456033,6.0,4.08103905087934,17.04051952543967,0.95948047456033,1.04051952543967,3.0,1.12155857631901,1.04051952543967,1.0,0.0,0.0,0.0,0
2.63438711956328,9.656128804367201,9.312257608734404,2.656128804367202,32.8280644021836,1.0,1.656128804367202,3.343871195632798,3.312257608734404,2.0,0.0,0.0,0.0,1.0,0
3.0,1.0,1.0,1.0,42.0,1.0,1.0,3.1579612163944786,4.0,2.0,0.1579612163944788,0.0,0.0,0.8420387836055212,0
3.4440648554652804,6.0,6.0,6.0,30.6398378613368,1.0,1.7203242773264016,3.0,5.279675722673598,1.2796757226735984,0.2796757226735985,0.0,0.0,0.7203242773264015,0
2.8829957918955316,1.1700420810446814,1.1700420810446814,2.0,32.0,1.0,1.0,2.8299579189553183,4.0,2.0,0.0,0.8299579189553186,0.17004208104468144,0.0,0
2.7997452382245562,2.0,2.0,1.0,36.200509523550885,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0
2.711111206034352,1.0,1.0,1.0,25.0,1.0,1.1111120603435174,3.0,3.0,1.1111120603435174,0.0,0.1111120603435174,0.0,0.8888879396564826,0
3.2422452394816297,1.0,1.0,1.0,31.0,1.0,1.0,3.677806549352037,5.0,1.0,0.0,0.0,0.0,0.6778065493520372,0
2.302680962850398,4.973190371496018,3.986595185748009,3.0,27.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0
2.9060349877974425,7.156608353670929,7.156608353670929,4.843391646329071,35.0,1.0,1.0,3.0,2.8433916463290707,1.1566083536709293,0.0,0.8433916463290707,0.0,0.1566083536709293,0
2.7941821268964726,1.9418212689647267,1.0,1.0,35.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0
3.0,2.0,2.0,1.0,36.0,1.0,1.0,4.344441802582651,4.0,2.0,0.0,0.0,0.0,1.0,0
3.60742534781463,2.7685633695365754,1.7685633695365754,1.0,35.88428168476829,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0
3.000697785713012,2.0,2.0,1.0,38.0,1.0,1.0,3.74825553571747,3.74825553571747,2.0,0.0,0.0,0.0,1.0,0
2.6533407126564383,1.5334071265643805,1.0,1.0,21.23329643671781,1.0,1.0,3.0,4.466592873435619,1.0,1.0,0.0,0.0,0.0,0
2.95108446019929,6.0,6.0,6.0,29.10216892039858,1.0,1.0,2.1021689203985803,6.0,1.0,0.8978310796014195,0.1021689203985805,0.0,0.0,0
3.2401609375409763,3.0,2.8504023438524415,3.0,34.57479882807378,1.0,1.0,3.1495976561475585,3.8504023438524415,2.0,0.0,0.0,0.0,1.0,0
2.5,1.0,1.0,1.0,28.0,1.0,1.174026330416513,3.0,4.174026330416513,1.0,0.825973669583487,0.17402633041651305,0.0,0.0,0
3.6165211234820602,6.0,6.0,5.708697191294849,35.29130280870515,0.29130280870515035,1.0,3.7086971912948496,5.417394382589699,1.0,0.0,0.0,0.0,1.0,0
2.423434467771639,3.808586169429098,3.0,3.808586169429098,28.0,1.0,1.0,3.808586169429098,3.0,2.0,0.0,0.1914138305709021,0.0,0.8085861694290979,0
3.3840542395203075,1.0,1.0,1.0,34.92027119760154,1.0,1.0,3.0797288023984613,5.0,1.0797288023984613,1.0,0.0,0.0,0.0,0
3.057250612800568,4.0,4.0,3.4274938719943204,32.59924571039602,1.0,1.0,4.0,3.0,1.0,0.4274938719943202,0.0,0.0,0.5725061280056798,0
2.8460202616422126,5.0,4.634949345894469,2.0951519623165926,20.36505065410553,1.0,1.0,2.6349493458944693,1.0,1.0,1.0,0.0,0.0,0.0,0
3.201110659485651,1.1977786810286983,1.1977786810286983,1.0,39.0,1.0,1.0,2.8022213189713017,4.197778681028698,1.0,0.0,0.0,0.19777868102869822,0.8022213189713018,0
3.329361982334424,7.470517117620606,7.470517117620606,4.0589657647587885,35.94103423524121,1.0,1.470517117620606,3.0,3.0,1.0,0.0,0.529482882379394,0.0,0.470517117620606,0
3.226220380614721,3.0,2.0,1.315550951536803,31.684449048463197,1.0,1.0,3.684449048463197,5.684449048463197,1.0,0.0,1.0,0.0,0.0,0
3.435980465872826,1.0,1.0,1.0,38.62282923696118,1.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0
3.0305777691289593,2.0,1.0,1.0,25.576444422822398,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.15288884564479632,0
2.2465628919131317,1.0,1.0,1.0,39.68958072057912,1.0,1.0,1.0,5.0,2.0,0.8447903602895617,0.0,0.0,0.15520963971043833,0
3.643379910869491,5.0,4.0,1.0,30.0,1.0,1.8042248885868637,2.1957751114131363,3.0,1.1957751114131363,0.0,0.0,0.0,0.8042248885868638,0
3.093228214407078,4.0,4.0,3.067717855929219,32.34740249915045,1.0,1.0,4.0,3.0,1.0,0.0677178559292192,0.0,0.0,0.9322821440707808,0
2.6751713874266443,7.250571291422148,6.501142582844295,7.248286125733556,20.501142582844295,1.0,1.0,2.7494287085778524,1.0,1.0,1.0,0.0,0.0,0.0,0
3.033059513363129,1.0,1.0,1.5322380534525162,36.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0
2.613862157397437,1.0,1.0,1.0,37.0,1.0,1.0,2.2846553934935923,4.715344606506408,2.0,0.0,0.715344606506408,0.0,0.0,0
2.2953356225760593,1.0,1.0,1.0,39.36442918282627,1.0,1.0,1.0,5.0,2.0,0.6822145914131361,0.0,0.0,0.3177854085868639,0
2.686001111669383,1.0,1.0,1.0,34.0,1.0,1.3100018527823054,4.0,3.0,1.0,0.6899981472176947,0.3100018527823053,0.0,0.0,0
2.7991569016104334,1.0,1.0,1.0,26.0,1.0,1.0,2.0,5.0,1.7478922540260833,1.0,0.0,0.0,0.0,0
2.967044535390818,3.443184882030607,2.8863697640612136,1.0,26.556815117969393,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0
3.1,1.117047544152503,1.117047544152503,1.0,23.882952455847498,1.0,1.0,4.0,3.0,1.117047544152503,1.0,0.0,0.0,0.0,0
2.5,2.6926272807959553,2.0,2.0,17.346313640397977,1.0,1.0,3.6926272807959553,1.3073727192040447,2.0,1.0,0.0,0.0,0.0,0
2.792402243382977,5.0,4.308007477943256,4.308007477943256,30.907597756617022,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0
2.4517691597978666,1.2470514003368893,1.0,1.0,29.876474299831557,1.0,1.2470514003368893,4.0,2.2470514003368893,1.0,0.0,0.24705140033688933,0.0,0.0,0
2.6302964226059915,3.0,2.0,2.8485178869700416,35.84851788697004,1.0,1.0,4.151482113029958,3.0,1.1514821130299582,0.0,0.0,0.0,1.0,0
2.9198821285360377,3.0,2.0,1.5994106426801888,31.399115964020282,1.0,1.0,2.0,4.0,2.0,0.0,0.5994106426801888,0.0,0.40058935731981116,0
2.8,3.517182505649589,2.517182505649589,4.034365011299178,30.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.5171825056495889,0
2.551018827073938,6.0,5.355687389894374,5.644312610105626,30.0,1.0,1.0,2.0,1.0,1.3556873898943742,0.0,0.3556873898943743,0.0,0.0,0
2.861056297984569,4.677887404030862,4.0,3.0,30.322112595969138,1.0,1.6778874040308618,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0
2.8,4.0,3.0,4.0,36.37283978799528,1.0,1.686419893997642,2.686419893997642,1.686419893997642,2.0,0.0,0.3135801060023581,0.0,0.6864198939976419,0
2.4942797578935396,3.7841336023405114,3.7841336023405114,5.0,32.78413360234051,1.0,1.7841336023405114,4.0,3.7841336023405114,2.0,0.0,0.0,0.0,1.0,0
3.351268894301355,2.0,2.0,2.0,36.70939074525113,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0
3.0545309374735115,1.0649558036092694,1.0649558036092694,1.0,37.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0
2.9,1.5651975211777511,1.0,1.0,29.0,1.0,1.0,2.0,4.0,1.0,0.5651975211777511,0.0,0.4348024788222489,0.0,0
2.7834302710218424,3.0,2.0,3.0,35.38856576326052,1.0,1.0,4.0,3.0,1.611434236739474,0.0,0.0,0.0,1.0,0
1.975825972336498,5.0,5.0,5.931067297875911,30.7,1.0,1.0,4.0,1.1378654042481782,2.0,0.0,0.0,0.0,0.06893270212408908,0
3.086447690361783,1.0,1.0,1.0,24.0,1.0,1.1355230963821716,2.8644769036178284,3.8644769036178284,1.0,1.0,0.0,0.0,0.0,0
2.928731327680081,1.0,1.0,1.0,26.0,1.0,1.0,2.0,4.285447787199866,1.7145522128001345,1.0,0.0,0.0,0.0,0
3.3845153496585696,2.615051165528565,1.6150511655285649,1.6150511655285649,33.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0
3.10417756605104,5.020887830255198,5.020887830255198,2.958224339489605,33.958224339489604,1.0,1.0208878302551976,4.020887830255198,3.041775660510395,1.0,0.0,0.0,0.0,1.0,0
2.642698439656315,6.0,6.0,6.0,24.716851820400965,0.4044973994271922,2.0,4.191005201145615,4.0,2.0,0.0,0.0,0.0,1.0,0
2.5348256924786265,1.0,1.0,1.0,20.63764525626781,1.0,1.2752905125356224,3.2752905125356224,1.2752905125356224,1.7247094874643776,1.0,0.0,0.0,0.0,0
3.1781278472895007,6.554680381776248,6.554680381776248,6.554680381776248,31.445319618223753,1.0,1.0,3.4453196182237518,3.0,2.0,0.0,0.0,0.0,0.5546803817762481,0
2.4120731687030115,4.0,3.0,1.9396341564849426,24.0,1.0,1.0,2.0603658435150574,1.0,1.9396341564849426,1.0,0.0,0.0,0.0,0
3.4012003252551057,1.0,1.0,1.0,39.0,1.0,1.0,3.2024006505102114,4.0,1.0,0.0,0.0,0.0,1.0,0
3.67550081111521,7.9650011587360146,7.9650011587360146,3.0699976825279713,36.93000231747203,1.0,1.9650011587360143,3.0,3.0,1.0,0.0,0.03499884126398567,0.0,0.9650011587360143,0
2.950328914443927,8.598684342224292,8.598684342224292,4.401315657775708,33.0,1.0,1.299342171112146,3.0,3.299342171112146,1.299342171112146,0.0,0.0,0.0,1.0,0
2.602292157314964,1.9770784268503632,1.9770784268503632,1.9770784268503632,24.022921573149638,1.0,1.0,3.977078426850363,3.977078426850363,1.0,0.0,0.0,0.0,1.0,0
2.1239252870809966,1.0,1.0,1.0,34.862305236576674,1.0,1.0,3.1376947634233296,1.8623052365766706,2.0,0.8623052365766706,0.13769476342332942,0.0,0.0,0
2.6103452250830865,1.0,1.0,1.1576360358329807,36.84236396416702,1.0,1.0,2.0,4.84236396416702,1.8423639641670193,0.0,1.0,0.0,0.0,0
3.0914371027344694,2.0,1.5142714954425511,3.9714570091148977,37.51427149544255,1.0,1.0,3.485728504557449,4.485728504557449,1.4857285045574489,0.0,0.0,0.0,1.0,0
3.601424647758426,7.402849295516853,7.402849295516853,4.0,29.0,1.0,1.4028492955168526,3.0,2.194301408966295,1.5971507044831474,0.0,0.0,0.0,1.0,0
3.2542454592626586,4.0,4.0,2.0,34.54245459262659,1.0,1.542454592626588,3.457545407373412,3.0,2.0,0.0,0.0,0.0,1.0,0
2.6022290468046663,1.6592365106511129,1.0,1.0,28.0,1.0,1.0,4.340763489348888,3.0,1.0,0.0,0.0,0.0,0.0,0
3.612874281527611,6.0,6.0,6.0,34.53218570381903,1.0,1.0,2.532185703819028,4.0,1.4678142961809717,0.0,0.0,0.0,1.0,0
2.437716849223768,2.0,6.0,6.0,36.68858424611884,0.3114157538811587,1.0,3.377168492237683,3.0,2.0,0.0,0.0,0.0,1.0,0
2.7809388264595682,1.0,1.0,1.0,28.561877652919136,1.0,1.0,3.0,3.438122347080863,1.0,1.0,0.0,0.0,0.0,0
2.7230216918982273,6.0,6.0,6.0,32.0,1.0,1.0,4.0,4.0,1.3589129909980306,0.6410870090019694,0.0,0.35891299099803065,0.0,0
2.52282530585786,1.0,1.0,1.4337951764928547,41.56620482350714,1.0,1.0,3.433795176492855,3.566204823507145,2.0,0.0,0.0,0.0,1.0,0
2.8,1.7620758377550165,1.0,1.0,28.237924162244983,1.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0
3.3,1.0,1.0,1.0,23.505671722542992,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0
2.901217934735032,1.4991300466178346,1.0,2.998260093235669,22.85026098601465,1.0,1.4991300466178346,4.500869953382166,3.0,2.0,0.0,0.0,0.0,1.0,0
3.183502753551294,5.0,4.80583792258549,3.0,30.0,1.0,1.1941620774145096,2.19416207741451,2.0,1.0,0.0,0.8058379225854904,0.0,0.19416207741450964,0
3.609173300173091,2.0,2.0,2.0,33.47706674956727,1.0,1.0,3.4770667495672725,4.0,1.4770667495672725,0.0,0.0,0.0,1.0,0
1.8133584870475177,2.866415129524824,2.0,1.0,19.80686789638014,1.0,1.0,3.133584870475176,1.0,2.0,1.0,0.0,0.0,0.0,0
3.5738318482507254,7.0,7.0,2.0218067931243957,34.9781932068756,1.0,1.0218067931243957,3.0,3.9781932068756043,2.0,0.0,0.0,0.0,1.0,0
3.0640891761785425,4.320445880892711,4.320445880892711,3.0,35.32044588089271,1.0,1.0,3.0,3.0,1.320445880892711,0.0,0.0,0.0,1.0,0
3.254796779679393,1.0,1.0,1.452032203206072,44.0,1.0,1.0,3.0,4.5479677967939285,1.452032203206072,0.0,0.0,0.0,1.0,0
2.8,1.0,1.0,1.0,28.830442005629866,1.0,1.0,3.0,4.0,2.0,0.16955799437013552,0.8304420056298645,0.0,0.0,0
2.836504712139016,6.1825235606950795,6.1825235606950795,5.0,35.0,1.0,1.8174764393049205,3.0,3.0,1.8174764393049205,0.0,0.18252356069507936,0.0,0.8174764393049206,0
2.6951076978992043,1.6311153776259943,1.0,1.0,30.815557688812998,1.0,1.0,4.0,1.3688846223740057,2.0,0.0,0.0,0.6311153776259943,0.36888462237400566,0
3.388140608644652,2.0,1.0,2.0,28.706197971184494,1.0,1.0,3.0,2.7061979711844923,1.0,0.0,0.0,0.0,1.0,0
3.0968751151141407,1.0,1.0,1.0,19.656250383713804,1.0,1.0,1.828125191856901,3.0,1.171874808143099,1.0,0.0,0.0,0.0,0
3.5554100184766657,2.6385250461916647,2.0,1.0,35.0,1.0,1.0,2.6385250461916647,3.3614749538083353,2.0,0.0,0.0,0.0,1.0,0
2.889825908367482,2.1017409163251757,2.0,3.1017409163251757,38.89825908367482,1.0,1.0,3.8982590836748243,3.0,2.0,0.0,0.0,0.0,1.0,0
2.53701162963288,1.0,1.0,1.3701162963288005,29.3149418518356,1.0,1.3701162963288005,2.3701162963288005,5.0,1.3701162963288005,0.0,1.0,0.0,0.0,0
3.3222452973796344,1.0,1.0,1.0,35.0,1.0,1.0,3.7408176579321153,4.740817657932116,1.0,0.0,0.0,0.0,1.0,0
3.4,7.490662311221161,7.490662311221161,7.490662311221161,40.817770518701934,1.0,1.8364458962596129,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0
3.3218958543639747,2.0,1.0,2.0,29.054739635909936,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0
2.3880244794346903,2.0,1.0,1.0,28.335926561695928,1.0,1.2239510411306198,4.0,3.0,1.0,0.0,0.2239510411306197,0.0,0.0,0
2.606853240924788,1.0,1.0,1.0,34.0,1.0,1.0,3.0,4.613706481849577,1.6137064818495768,1.0,0.0,0.0,0.0,0
2.8,5.930492203484807,6.0,5.069507796515193,34.9304922034848,0.9304922034848068,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.9304922034848068,0
3.105146753121229,2.0,2.0,1.491422078131285,42.0,1.0,1.0,2.508577921868715,4.0,2.0,0.4914220781312849,0.0,0.0,0.5085779218687151,0
2.4082458077983953,1.0,1.0,1.9175419220160461,27.917541922016046,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0
3.026405279827678,3.7359472017232225,3.7359472017232225,1.0,21.76405279827678,1.0,1.0,2.2640527982767775,3.528105596553555,2.0,0.0,1.0,0.0,0.0,0
